         4230830 function calls (4160770 primitive calls) in 29.786 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 decorators.py:84(as_decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:30(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(RanksumsResult)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 data_info.py:432(BaseColumnInfo)
        1    0.000    0.000    0.000    0.000 tree.py:501(SimpleElementWithContent)
        1    0.000    0.000    0.000    0.000 transforms.py:1767(AffineBase)
        8    0.000    0.000    0.000    0.000 mathtext.py:1860(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(RepeatedResults)
        1    0.000    0.000    0.000    0.000 <string>:1(Std_dev)
        1    0.000    0.000    0.000    0.000 mathtext.py:379(Fonts)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
       20    0.000    0.000    0.000    0.000 table.py:1376(masked)
        3    0.000    0.000    0.000    0.000 pickle.py:835(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:929(get_edgecolor)
        1    0.000    0.000    0.000    0.000 table.py:2811(NdarrayMixin)
        1    0.000    0.000    0.000    0.000 core.py:1966(CompositeUnit)
        2    0.000    0.000    0.000    0.000 offsetbox.py:778(set_minimumdescent)
        1    0.000    0.000    0.000    0.000 urllib2.py:224(Request)
        1    0.000    0.000    0.000    0.000 bst.py:95(Node)
        1    0.000    0.000    0.000    0.000 os.py:512(getenv)
        1    0.000    0.000    0.000    0.000 table.py:153(CustomCell)
        1    0.000    0.000    0.000    0.000 subprocess.py:438(__del__)
        1    0.000    0.000    0.000    0.000 rrule.py:304(rrule)
        1    0.000    0.000    0.000    0.000 numeric.py:2978(_setdef)
        1    0.000    0.000    0.000    0.000 textpath.py:27(TextToPath)
        1    0.000    0.000    0.000    0.000 _funcsigs.py:202(Parameter)
        1    0.000    0.000    0.000    0.000 base.py:146(TreeBuilder)
       10    0.000    0.000    0.000    0.000 {method 'center' of 'unicode' objects}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:128(reshape)
       10    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _cubic.py:228(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 extras.py:1361(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:146(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 {signal.signal}
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        4    0.000    0.000    0.000    0.000 __init__.py:230(__eq__)
        1    0.000    0.000    0.000    0.000 units.py:88(ConversionInterface)
        1    0.000    0.000    0.000    0.000 __init__.py:1597(ZipProvider)
        6    0.000    0.000    0.000    0.000 string.py:394(atoi)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3234(ParseExpression)
        1    0.000    0.000    0.000    0.000 dates.py:1056(RRuleLocator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1580(wishart_gen)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:583(<dictcomp>)
       18    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 _common.py:263(tzrangebase)
       16    0.000    0.000    0.000    0.000 mathtext.py:402(destroy)
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 __init__.py:1375(NullProvider)
       16    0.000    0.000    0.000    0.000 mathtext.py:511(get_used_characters)
        1    0.000    0.000    0.000    0.000 yacc.py:1473(Grammar)
        1    0.000    0.000    0.000    0.000 polynomial.py:940(poly1d)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:936(ToolbarQt)
        1    0.000    0.000    0.000    0.000 _inputstream.py:584(EncodingBytes)
       16    0.000    0.000    0.000    0.000 version.py:261(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3215(ParseExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:429(LibraryLoader)
        1    0.000    0.000    0.000    0.000 yacc.py:2926(ParserReflect)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.000    0.000 backend_pdf.py:348(Stream)
        1    0.000    0.000    0.000    0.000 blocking_input.py:124(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 mathtext.py:2531(State)
        5    0.000    0.000    0.000    0.000 formats.py:951(<genexpr>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1530(resetCache)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(ResourceManager)
        1    0.000    0.000    0.000    0.000 core.py:1441(NamedUnit)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 logarithmic.py:18(LogUnit)
        4    0.000    0.000    0.000    0.000 rcsetup.py:351(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 polar.py:23(PolarTransform)
        1    0.000    0.000    0.000    0.000 basic.py:373(Rdb)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3693(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 ticker.py:1176(EngFormatter)
        8    0.000    0.000    0.000    0.000 axis.py:1439(<dictcomp>)
       15    0.000    0.000    0.000    0.000 runner.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 polar.py:763(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 latex.py:163(LatexData)
        4    0.000    0.000    0.000    0.000 {strop.maketrans}
        1    0.000    0.000    0.000    0.000 index.py:832(TableILoc)
        1    0.000    0.000    0.000    0.000 ticker.py:2213(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 appdirs.py:365(AppDirs)
        1    0.000    0.000    0.000    0.000 widgets.py:945(RadioButtons)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4122(__lshift__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:829(ToolZoom)
        1    0.000    0.000    0.000    0.000 __init__.py:272(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 formats.py:534(TimeDatetime)
        1    0.000    0.000    0.000    0.000 __init__.py:424(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 decorator.py:85(FunctionMaker)
       22    0.000    0.000    0.000    0.000 __init__.py:2474(_reload_version)
        1    0.000    0.000    0.000    0.000 converters.py:154(Converter)
        1    0.000    0.000    0.000    0.000 triangulation.py:11(Triangulation)
        2    0.000    0.000    0.000    0.000 gridspec.py:497(__hash__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:171(Element)
        1    0.000    0.000    0.000    0.000 tree.py:310(_NameProperty)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 ticker.py:1685(Base)
        1    0.000    0.000    0.000    0.000 ogip.py:29(OGIP)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4212(Combine)
       22    0.000    0.000    0.000    0.000 decorator.py:220(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 html5parser.py:87(HTMLParser)
        1    0.000    0.000    0.000    0.000 axis.py:1764(XAxis)
        5    0.000    0.000    0.000    0.000 constructor.py:155(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:184(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 transforms.py:2795(TransformedPath)
        1    0.000    0.000    0.000    0.000 __init__.py:903(RingBuffer)
        1    0.000    0.000    0.000    0.000 constructor.py:467(Constructor)
        1    0.000    0.000    0.000    0.000 converters.py:1046(BitArray)
       10    0.000    0.000    0.000    0.000 pprint.py:51(get_auto_format_func)
        1    0.000    0.000    0.000    0.000 configobj.py:412(ConfigParserInterpolation)
        2    0.000    0.000    0.000    0.000 column.py:246(data)
        1    0.000    0.000    0.000    0.000 {built-in method end}
       17    0.000    0.000    0.000    0.000 fractions.py:265(denominator)
        1    0.000    0.000    0.000    0.000 UserDict.py:56(keys)
        2    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:417(TextPath)
        1    0.000    0.000    0.000    0.000 decorators.py:82(QuantityInput)
        1    0.000    0.000    0.000    0.000 gridspec.py:168(GridSpec)
        1    0.000    0.000    0.000    0.000 {_codecs.register_error}
        1    0.000    0.000    0.000    0.000 image.py:1158(FigureImage)
        1    0.000    0.000    0.000    0.000 core.py:271(_UnitContext)
        1    0.000    0.000    0.000    0.000 tz.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        1    0.000    0.000    0.000    0.000 offsetbox.py:573(DrawingArea)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 tree.py:346(_UtypeProperty)
        1    0.000    0.000    0.000    0.000 fixedwidth.py:67(FixedWidthHeader)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.000    0.000 geo.py:246(_GeoTransform)
        1    0.000    0.000    0.000    0.000 legend_handler.py:45(HandlerBase)
       42    0.000    0.000    0.000    0.000 decorator.py:116(<lambda>)
        9    0.000    0.000    0.000    0.000 fractions.py:18(gcd)
        1    0.000    0.000    0.000    0.000 runner.py:52(TestRunnerBase)
       14    0.000    0.000    0.000    0.000 ticker.py:1593(tick_values)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        2    0.000    0.000    0.000    0.000 artist.py:523(set_snap)
        5    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 tree.py:326(_XtypeProperty)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 scale.py:504(LogitScale)
        1    0.000    0.000    0.000    0.000 diff.py:534(HeaderDiff)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:12(HessianUpdateStrategy)
       15    0.000    0.000    0.000    0.000 backend_bases.py:766(flipy)
        1    0.000    0.000    0.000    0.000 interpolate.py:927(PPoly)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        6    0.000    0.000    0.000    0.000 collections.py:173(get_paths)
        1    0.000    0.000    0.000    0.000 tritools.py:13(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 posixpath.py:82(split)
        4    0.000    0.000    0.000    0.000 weakref.py:346(_commit_removals)
        1    0.000    0.000    0.000    0.000 core.py:1082(BaseReader)
       27    0.000    0.000    0.000    0.000 core.py:147(registry)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:297(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 tree.py:370(_UcdProperty)
        1    0.000    0.000    0.000    0.000 {closeEvent}
        7    0.000    0.000    0.000    0.000 figure.py:516(get_constrained_layout)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3092(invgamma_gen)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1096(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 sre_parse.py:850(expand_template)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1146(setLevel)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1452(writeMarkers)
        1    0.000    0.000    0.000    0.000 backend_bases.py:449(_iter_collection_uses_per_path)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 mathtext.py:1786(Rule)
        1    0.000    0.000    0.000    0.000 __init__.py:290(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 ticker.py:1783(MaxNLocator)
       30    0.000    0.000    0.000    0.000 {math.radians}
        9    0.000    0.000    0.000    0.000 version.py:57(<lambda>)
        1    0.000    0.000    0.000    0.000 mathtext.py:3222(MathTextParser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3403(Or)
        1    0.000    0.000    0.000    0.000 tree.py:416(Element)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolQuit)
        1    0.000    0.000    0.000    0.000 model.py:483(EnumType)
        1    0.000    0.000    0.000    0.000 __init__.py:245(VersionConflict)
        1    0.000    0.000    0.000    0.000 core.py:1834(Unit)
        1    0.000    0.000    0.000    0.000 calendar.py:502(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 patches.py:2729(_Base)
        1    0.000    0.000    0.000    0.000 ticker.py:213(_DummyAxis)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3063(GoToColumn)
        4    0.000    0.000    0.000    0.000 backend_bases.py:94(register_backend)
        1    0.000    0.000    0.000    0.000 dates.py:1781(DateConverter)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.scalar}
        1    0.000    0.000    0.000    0.000 column.py:146(ColumnInfo)
        1    0.000    0.000    0.000    0.000 tz.py:189(tzlocal)
        4    0.000    0.000    0.000    0.000 legend.py:824(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 lex.py:263(begin)
        2    0.000    0.000    0.000    0.000 gridspec.py:75(set_height_ratios)
        1    0.000    0.000    0.000    0.000 _internal.py:200(_getintp_ctype)
