# MIST version number  = 1.2     
# MESA revision number =     7503
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2703  1.42000E-02     0.00     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   288   79
#   1                               2                               3                               4                               5                               6                               7                               8                               9                              10                              11                              12                              13                              14                              15                              16                              17                              18                              19                              20                              21                              22                              23                              24                              25                              26                              27                              28                              29                              30                              31                              32                              33                              34                              35                              36                              37                              38                              39                              40                              41                              42                              43                              44                              45                              46                              47                              48                              49                              50                              51                              52                              53                              54                              55                              56                              57                              58                              59                              60                              61                              62                              63                              64                              65                              66                              67                              68                              69                              70                              71                              72                              73                              74                              75                              76                              77                              78                              79
 EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                     o_core_mass                           log_L                  log_L_div_Ledd                          log_LH                         log_LHe                          log_LZ                        log_Teff                   log_abs_Lgrav                           log_R                           log_g                      log_surf_z                  surf_avg_omega                  surf_avg_v_rot        surf_num_c12_div_num_o16                 v_wind_Km_per_s             surf_avg_omega_crit   surf_avg_omega_div_omega_crit                 surf_avg_v_crit           surf_avg_v_div_v_crit          surf_avg_Lrad_div_Ledd               v_div_csound_surf                      surface_h1                     surface_he3                     surface_he4                     surface_li7                     surface_be9                     surface_b11                     surface_c12                     surface_c13                     surface_n14                     surface_o16                     surface_f19                    surface_ne20                    surface_na23                    surface_mg24                    surface_si28                     surface_s32                    surface_ca40                    surface_ti48                    surface_fe56                    log_center_T                  log_center_Rho               center_degeneracy                    center_omega                    center_gamma                  mass_conv_core                       center_h1                      center_he4                      center_c12                      center_n14                      center_o16                     center_ne20                     center_mg24                     center_si28                              pp                             cno                        tri_alfa                          burn_c                          burn_n                          burn_o                         c12_c12                        delta_nu                        delta_Pg                          nu_max                 acoustic_cutoff         max_conv_vel_div_csound             max_gradT_div_grada              gradT_excess_alpha                  min_Pgas_div_P              max_L_rad_div_Ledd                       e_thermal                           phase
   95         6.0000000000000000E+000         3.2966930370474701E-001         3.2966901878527982E-001        -7.6772777945055095E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -4.3263130786135373E-001        -3.5815490625987660E+000        -9.1911354503785834E+000        -9.8999999999999972E+001        -9.8999735274254760E+001         3.5397899129746926E+000        -4.3262912115718893E-001         2.2678167230205171E-001         3.5026544962305062E+000        -1.8450984742994285E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972869E-001         1.4590026581368054E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -1.9285519448861169E-009         7.1539283800002540E-001         6.6324352618602595E-005         2.7025513764704262E-001         9.8725933891507417E-009         1.6897809084303424E-010         0.0000000000000000E+000         2.4965358274979289E-003         3.0304790898838652E-005         7.3728934691115174E-004         6.1088852298855139E-003         5.3917068068085589E-007         1.2391826166350869E-003         3.1227961196112495E-005         5.8956682884841560E-004         6.5265243056129515E-004         3.1309570972166951E-004         6.8535470825651897E-005         3.3346114782288790E-006         1.5846366978254688E-003         6.1882042184925545E+000        -2.0772433009724786E-001        -3.4211183196613728E+000         0.0000000000000000E+000         1.3880957895913257E-001         3.2966901878527982E-001         7.1539283800002540E-001         2.7025513764704262E-001         2.4965358274979289E-003         7.3728934691115184E-004         6.1088852298855148E-003         1.2391826166350869E-003         5.8956682884841560E-004         6.5265243056129526E-004        -9.1911354503785834E+000        -3.0310965092531468E+001        -9.8999999999999972E+001        -9.6165173444069694E+001        -9.8999999999999972E+001        -9.8999999999999972E+001        -9.8999999999999972E+001         3.5800776857658853E+001         0.0000000000000000E+000         4.6437248238870615E+002         3.0395909679571832E+003         1.6849386445408909E-001         1.2199124441384706E+000         0.0000000000000000E+000         9.9988795891886428E-001         1.7687135060354722E-004         1.9181279214827056E+047        -1.0000000000000000E+000
   96         6.0000000000000000E+000         3.4146013247320611E-001         3.4145983319494533E-001        -7.8141307513667946E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -4.1382884438384859E-001        -3.6075712714182440E+000        -9.0736380094703168E+000        -9.8999999999999986E+001        -8.8881944827271695E+001         3.5424566465805745E+000        -4.1382692395472009E-001         2.3084943682904130E-001         3.5097640596625617E+000        -1.8450984742995526E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972925E-001         1.5912790059109641E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -1.9595243302478985E-009         7.1539283800008802E-001         6.6324352621073397E-005         2.7025513764698172E-001         9.8725933889707008E-009         1.6897809084298746E-010         0.0000000000000000E+000         2.4965358274972376E-003         3.0304790898830233E-005         7.3728934691094682E-004         6.1088852298838165E-003         5.3917068068069993E-007         1.2391826166347280E-003         3.1227961196103448E-005         5.8956682884824495E-004         6.5265243056110618E-004         3.1309570972157892E-004         6.8535470825632070E-005         3.3346114782279100E-006         1.5846366978250082E-003         6.1989710103925901E+000        -2.0510109893538939E-001        -3.4511375290107011E+000         0.0000000000000000E+000         1.3568565019481607E-001         3.4145983319494533E-001         7.1539283800008802E-001         2.7025513764698172E-001         2.4965358274972372E-003         7.3728934691094671E-004         6.1088852298838148E-003         1.2391826166347280E-003         5.8956682884824484E-004         6.5265243056110618E-004        -9.0736380094703168E+000        -2.9879236150324431E+001        -9.8999999999999986E+001        -9.5180390382246955E+001        -9.8999999999999986E+001        -9.8999999999999986E+001        -9.8999999999999986E+001         3.5898757867680061E+001         0.0000000000000000E+000         4.7055851049055815E+002         3.1030341206813596E+003         1.8587629792618260E-001         1.2397283708574314E+000         0.0000000000000000E+000         9.9988008571882048E-001         1.8935788597539564E-004         2.0334979605200784E+047        -1.0000000000000000E+000
   97         6.0000000000000000E+000         3.5422176937671934E-001         3.5422145434757180E-001        -7.9673764889200712E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -3.9389467177883120E-001        -3.6380873027244514E+000        -8.9506044307517936E+000        -9.8999999999999972E+001        -9.1456674145556008E+001         3.5453638159740599E+000        -3.9389317217300007E-001         2.3500218434457820E-001         3.5173746123216558E+000        -1.8450984742995318E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972869E-001         1.7276926620137703E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -1.9954323269880640E-009         7.1539283800006748E-001         6.6324352624598653E-005         2.7025513764699793E-001         9.8725933886090939E-009         1.6897809084299756E-010         0.0000000000000000E+000         2.4965358274973873E-003         3.0304790898832069E-005         7.3728934691099193E-004         6.1088852298841895E-003         5.3917068068073773E-007         1.2391826166348150E-003         3.1227961196105637E-005         5.8956682884828615E-004         6.5265243056115193E-004         3.1309570972160082E-004         6.8535470825636867E-005         3.3346114782281472E-006         1.5846366978251214E-003         6.2103348032834971E+000        -2.0204183885483912E-001        -3.4821678066728365E+000         0.0000000000000000E+000         1.3249452966927869E-001         3.5422145434757180E-001         7.1539283800006748E-001         2.7025513764699793E-001         2.4965358274973873E-003         7.3728934691099193E-004         6.1088852298841895E-003         1.2391826166348150E-003         5.8956682884828626E-004         6.5265243056115193E-004        -8.9506044307517936E+000        -2.9428171535274856E+001        -9.8999999999999972E+001        -9.4151341824241001E+001        -9.8999999999999972E+001        -9.8999999999999972E+001        -9.8999999999999972E+001         3.6017388292870493E+001         0.0000000000000000E+000         4.7731052931178408E+002         3.1759950587397807E+003         2.0545119180373439E-001         1.2616304604732593E+000         0.0000000000000000E+000         9.9987125758054796E-001         2.0335971399373197E-004         2.1618782967179223E+047        -1.0000000000000000E+000
   98         6.0000000000000000E+000         3.6835788274038561E-001         3.6835755006258397E-001        -8.1323079297441817E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -3.7221006659536204E-001        -3.6808842885138247E+000        -8.8187406895659599E+000        -9.8999999999999986E+001        -9.8999999999999986E+001         3.5486148196733120E+000        -3.7220751639789063E-001         2.3934247953780843E-001         3.5257085983339547E+000        -1.8450984742995515E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972836E-001         1.8665393992366868E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.0340854371327872E-009         7.1539283800008058E-001         6.6324352629663327E-005         2.7025513764698045E-001         9.8725933878540219E-009         1.6897809084298740E-010         0.0000000000000000E+000         2.4965358274972372E-003         3.0304790898830253E-005         7.3728934691094791E-004         6.1088852298838234E-003         5.3917068068070618E-007         1.2391826166347425E-003         3.1227961196103814E-005         5.8956682884825199E-004         6.5265243056111398E-004         3.1309570972158266E-004         6.8535470825632856E-005         3.3346114782279541E-006         1.5846366978250293E-003         6.2225597246883941E+000        -1.9852062226943157E-001        -3.5149837613761243E+000         0.0000000000000000E+000         1.2916314249550517E-001         3.6835755006258397E-001         7.1539283800008047E-001         2.7025513764698045E-001         2.4965358274972372E-003         7.3728934691094791E-004         6.1088852298838234E-003         1.2391826166347425E-003         5.8956682884825199E-004         6.5265243056111398E-004        -8.8187406895659599E+000        -2.8945504102572645E+001        -9.8999999999999986E+001        -9.3050744226276407E+001        -9.8999999999999986E+001        -9.8999999999999986E+001        -9.8999999999999986E+001         3.6153130280871373E+001         0.0000000000000000E+000         4.8470064482959447E+002         3.2603312816281459E+003         2.2730326413396398E-001         1.2860680444453718E+000         0.0000000000000000E+000         9.9986115142038412E-001         2.1938935032803444E-004         2.3086918562935251E+047        -1.0000000000000000E+000
   99         6.0000000000000000E+000         3.8177025782238905E-001         3.8176990801098959E-001        -8.2892553038941180E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -3.5225528553890512E-001        -3.7223440522507443E+000        -8.6973711843572179E+000        -9.8999999999999972E+001        -9.5164285128374587E+001         3.5516961601004562E+000        -3.5225246193482312E-001         2.4315718921174934E-001         3.5336120675063523E+000        -1.8450984742995244E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972847E-001         1.9939847971583118E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.0624108502091621E-009         7.1539283800006048E-001         6.6324352635726972E-005         2.7025513764699360E-001         9.8725933864971446E-009         1.6897809084299940E-010         0.0000000000000000E+000         2.4965358274974146E-003         3.0304790898832404E-005         7.3728934691100006E-004         6.1088852298842554E-003         5.3917068068075732E-007         1.2391826166348601E-003         3.1227961196106782E-005         5.8956682884830794E-004         6.5265243056117578E-004         3.1309570972161231E-004         6.8535470825639374E-005         3.3346114782282700E-006         1.5846366978251795E-003         6.2338374161374022E+000        -1.9493374072095498E-001        -3.5445078009459881E+000         0.0000000000000000E+000         1.2619902954558535E-001         3.8176990801098959E-001         7.1539283800006048E-001         2.7025513764699355E-001         2.4965358274974137E-003         7.3728934691100006E-004         6.1088852298842554E-003         1.2391826166348601E-003         5.8956682884830794E-004         6.5265243056117589E-004        -8.6973711843572179E+000        -2.8502117278564057E+001        -9.8999999999999972E+001        -9.2040952576824992E+001        -9.8999999999999972E+001        -9.8999999999999972E+001        -9.8999999999999972E+001         3.6300271546583481E+001         0.0000000000000000E+000         4.9188278569657422E+002         3.3493573074365418E+003         2.4740619226704780E-001         1.3087004655217391E+000         0.0000000000000000E+000         9.9985121648235931E-001         2.3515272482499351E-004         2.4523827012274895E+047        -1.0000000000000000E+000
  100         6.0000000000000000E+000         3.9529093209684074E-001         3.9529056492922243E-001        -8.4427664200513817E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -3.3263535688179746E-001        -3.7663574970646212E+000        -8.5786536818704455E+000        -9.8999999999999986E+001        -9.8999999999999986E+001         3.5548115309477311E+000        -3.3263329662286534E-001         2.4673641184575162E-001         3.5415551806807564E+000        -1.8450984742995047E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972858E-001         2.1216180838321487E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.0822975727319305E-009         7.1539283800004694E-001         6.6324352643636389E-005         2.7025513764699843E-001         9.8725933839079932E-009         1.6897809084300480E-010         0.0000000000000000E+000         2.4965358274974944E-003         3.0304790898833377E-005         7.3728934691102369E-004         6.1088852298844514E-003         5.3917068068079215E-007         1.2391826166349399E-003         3.1227961196108801E-005         5.8956682884834578E-004         6.5265243056121785E-004         3.1309570972163248E-004         6.8535470825643779E-005         3.3346114782284843E-006         1.5846366978252814E-003         6.2449724782304195E+000        -1.9100093269052387E-001        -3.5727702607378946E+000         0.0000000000000000E+000         1.2337797482616997E-001         3.9529056492922243E-001         7.1539283800004694E-001         2.7025513764699849E-001         2.4965358274974944E-003         7.3728934691102369E-004         6.1088852298844514E-003         1.2391826166349399E-003         5.8956682884834578E-004         6.5265243056121785E-004        -8.5786536818704455E+000        -2.8069618708484576E+001        -9.8999999999999986E+001        -9.1055889703505258E+001        -9.8999999999999986E+001        -9.8999999999999986E+001        -9.8999999999999986E+001         3.6459692209508532E+001         0.0000000000000000E+000         4.9919213246977176E+002         3.4468731042691516E+003         2.6763936825513657E-001         1.3311563580088626E+000         0.0000000000000000E+000         9.9984083319383188E-001         2.5162980837273319E-004         2.6019276778988189E+047        -1.0000000000000000E+000
  101         6.0000000000000000E+000         4.1419903721747242E-001         4.1419864545956064E-001        -8.7177045885862558E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -3.0585991053135880E-001        -3.8458942377249961E+000        -8.4235600685461076E+000        -9.9000000000000000E+001        -9.9000000000000000E+001         3.5592291906289466E+000        -3.0585831435616340E-001         2.5128881565854116E-001         3.5521544983766891E+000        -1.8450984742995340E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972869E-001         2.2682951251218050E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.1415524845497446E-009         7.1539283800004172E-001         6.6324352657104173E-005         2.7025513764699111E-001         9.8725933767509254E-009         1.6897809084299764E-010         0.0000000000000000E+000         2.4965358274973881E-003         3.0304790898832089E-005         7.3728934691099225E-004         6.1088852298841903E-003         5.3917068068074080E-007         1.2391826166348221E-003         3.1227961196105827E-005         5.8956682884828973E-004         6.5265243056115594E-004         3.1309570972160277E-004         6.8535470825637287E-005         3.3346114782281667E-006         1.5846366978251305E-003         6.2596387205985646E+000        -1.8550416997827876E-001        -3.6093170074048544E+000         0.0000000000000000E+000         1.1985243095380996E-001         4.1419864545956064E-001         7.1539283800004194E-001         2.7025513764699105E-001         2.4965358274973881E-003         7.3728934691099214E-004         6.1088852298841912E-003         1.2391826166348225E-003         5.8956682884828973E-004         6.5265243056115594E-004        -8.4235600685461076E+000        -2.7506023676990218E+001        -9.9000000000000000E+001        -8.9769126497998627E+001        -9.9000000000000000E+001        -9.9000000000000000E+001        -9.9000000000000000E+001         3.6697735920747078E+001         0.0000000000000000E+000         5.0902511823711541E+002         3.5866662906494516E+003         2.9774820639714433E-001         1.3613927497120144E+000         0.0000000000000000E+000         9.9982528172174001E-001         2.7631383816690923E-004         2.8180780952309939E+047        -1.0000000000000000E+000
  102         6.0000000000000000E+000         4.3309273268491078E-001         4.3309231608437837E-001        -8.9592102132441176E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.7936986721632362E-001        -3.9227719048483718E+000        -8.2737955390493774E+000        -9.8999999999999972E+001        -8.7340469366642736E+001         3.5635614075713238E+000        -2.7936775501582678E-001         2.5586940343130382E-001         3.5623225194774975E+000        -1.8450984742995238E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972869E-001         2.4133725971642592E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.1874278694986582E-009         7.1539283800001807E-001         6.6324352675064456E-005         2.7025513764699666E-001         9.8725933622718948E-009         1.6897809084300178E-010         0.0000000000000000E+000         2.4965358274974493E-003         3.0304790898832818E-005         7.3728934691101003E-004         6.1088852298843387E-003         5.3917068068074948E-007         1.2391826166348418E-003         3.1227961196106328E-005         5.8956682884829916E-004         6.5265243056116624E-004         3.1309570972160765E-004         6.8535470825638372E-005         3.3346114782282184E-006         1.5846366978251552E-003         6.2739140323262319E+000        -1.8044409811996459E-001        -3.6451447247379498E+000         0.0000000000000000E+000         1.1643668274082075E-001         4.3309231608437837E-001         7.1539283800001796E-001         2.7025513764699666E-001         2.4965358274974493E-003         7.3728934691100981E-004         6.1088852298843387E-003         1.2391826166348418E-003         5.8956682884829894E-004         6.5265243056116613E-004        -8.2737955390493774E+000        -2.6962070600346255E+001        -9.8999999999999972E+001        -8.8527301200095877E+001        -9.8999999999999972E+001        -9.8999999999999972E+001        -9.8999999999999972E+001         3.6908346236750724E+001         0.0000000000000000E+000         5.1849937997360644E+002         3.7290944908888250E+003         3.2692071055602234E-001         1.3919701512510332E+000         0.0000000000000000E+000         9.9980948153594495E-001         3.0139387573262981E-004         3.0404983763202609E+047        -1.0000000000000000E+000
  103         6.0000000000000000E+000         4.5242672144505108E-001         4.5242627915604944E-001        -9.1762326701403421E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.5244196456080148E-001        -3.9964913067931711E+000        -8.1257170966584553E+000        -9.9000000000000000E+001        -7.1235577346597054E+001         3.5678872531938701E+000        -2.5244089455901930E-001         2.6068166351397343E-001         3.5722157934474010E+000        -1.8450984742995178E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972902E-001         2.5563720238498041E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.2239495233332226E-009         7.1539283799998898E-001         6.6324352699174063E-005         2.7025513764700149E-001         9.8725933336905084E-009         1.6897809084300519E-010         0.0000000000000000E+000         2.4965358274975000E-003         3.0304790898833431E-005         7.3728934691102456E-004         6.1088852298844592E-003         5.3917068068075626E-007         1.2391826166348579E-003         3.1227961196106728E-005         5.8956682884830675E-004         6.5265243056117470E-004         3.1309570972161177E-004         6.8535470825639252E-005         3.3346114782282603E-006         1.5846366978251754E-003         6.2881619258965715E+000        -1.7585349071519812E-001        -3.6824254167943398E+000         0.0000000000000000E+000         1.1301320233899215E-001         4.5242627915604944E-001         7.1539283799998898E-001         2.7025513764700154E-001         2.4965358274975000E-003         7.3728934691102467E-004         6.1088852298844601E-003         1.2391826166348577E-003         5.8956682884830675E-004         6.5265243056117470E-004        -8.1257170966584553E+000        -2.6424383659073762E+001        -9.9000000000000000E+001        -8.7299843956825612E+001        -9.9000000000000000E+001        -9.9000000000000000E+001        -9.9000000000000000E+001         3.7084545903378981E+001         0.0000000000000000E+000         5.2768934526951034E+002         3.8746221796117648E+003         3.5676867242017940E-001         1.4217818040627357E+000         0.0000000000000000E+000         9.9979308371021580E-001         3.2742406050126252E-004         3.2741912958126769E+047        -1.0000000000000000E+000
  104         6.0000000000000000E+000         4.7348785901984197E-001         4.7348738850639571E-001        -9.5145876871059266E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.2428096969695099E-001        -4.0905090456898439E+000        -7.9818872139757744E+000        -9.9000000000000000E+001        -8.9876417652935118E+001         3.5725052335862175E+000        -2.2427977911985666E-001         2.6552620016120299E-001         3.5818008093556641E+000        -1.8450984742995260E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972891E-001         2.7011847127754829E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.2887910715785012E-009         7.1539283799995945E-001         6.6324352730834488E-005         2.7025513764699949E-001         9.8725932705111530E-009         1.6897809084300281E-010         0.0000000000000000E+000         2.4965358274974649E-003         3.0304790898833004E-005         7.3728934691101458E-004         6.1088852298843751E-003         5.3917068068075065E-007         1.2391826166348449E-003         3.1227961196106396E-005         5.8956682884830068E-004         6.5265243056116798E-004         3.1309570972160852E-004         6.8535470825638548E-005         3.3346114782282272E-006         1.5846366978251591E-003         6.3021660247124016E+000        -1.7158577698480160E-001        -3.7195384101094309E+000         0.0000000000000000E+000         1.0983923370574521E-001         4.7348738850639571E-001         7.1539283799995945E-001         2.7025513764699954E-001         2.4965358274974649E-003         7.3728934691101437E-004         6.1088852298843751E-003         1.2391826166348449E-003         5.8956682884830068E-004         6.5265243056116787E-004        -7.9818872139757744E+000        -2.5903321426878936E+001        -9.9000000000000000E+001        -8.6112118670757212E+001        -9.9000000000000000E+001        -9.9000000000000000E+001        -9.9000000000000000E+001         3.7272966366861695E+001         0.0000000000000000E+000         5.3671187226712527E+002         4.0414091125655123E+003         3.8918192689241748E-001         1.4461320798923860E+000         0.0000000000000000E+000         9.9977346425408375E-001         3.5857668678484551E-004         3.5367314603491560E+047        -1.0000000000000000E+000
  105         6.0000000000000000E+000         4.9464660624925505E-001         4.9464610704661793E-001        -9.7898225675506354E-014         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -1.9611651592140111E-001        -4.1864112611476632E+000        -7.8396744640005931E+000        -9.9000000000000000E+001        -8.4354845130378934E+001         3.5770478164077328E+000        -1.9611465914231696E-001         2.7052326140594840E-001         3.5911701035674777E+000        -1.8450984742995353E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972891E-001         2.8392743334734919E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.3352850042971439E-009         7.1539283799991982E-001         6.6324352772770736E-005         2.7025513764699766E-001         9.8725931508345676E-009         1.6897809084300035E-010         0.0000000000000000E+000         2.4965358274974289E-003         3.0304790898832574E-005         7.3728934691100418E-004         6.1088852298842884E-003         5.3917068068074514E-007         1.2391826166348319E-003         3.1227961196106084E-005         5.8956682884829439E-004         6.5265243056116104E-004         3.1309570972160521E-004         6.8535470825637829E-005         3.3346114782281929E-006         1.5846366978251433E-003         6.3161209560449949E+000        -1.6765268492020557E-001        -3.7575481472021317E+000         0.0000000000000000E+000         1.0664918677008173E-001         4.9464610704661793E-001         7.1539283799991982E-001         2.7025513764699771E-001         2.4965358274974293E-003         7.3728934691100418E-004         6.1088852298842901E-003         1.2391826166348321E-003         5.8956682884829450E-004         6.5265243056116104E-004        -7.8396744640005931E+000        -2.5388561216756667E+001        -9.9000000000000000E+001        -8.4938739188660946E+001        -9.8802809613924282E+001        -9.9000000000000000E+001        -9.9000000000000000E+001         3.7426945942370452E+001         0.0000000000000000E+000         5.4546175954104581E+002         4.2103819756819121E+003         4.2105240753567774E-001         1.4734735703815369E+000         0.0000000000000000E+000         9.9975375642771291E-001         3.8987064808350148E-004         3.8077311265355511E+047        -1.0000000000000000E+000
  106         6.0000000000000000E+000         5.2015523920799622E-001         5.2015470509368167E-001        -1.0185096310594758E-013         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -1.6379349106204116E-001        -4.2909258284488994E+000        -7.6831496731890381E+000        -9.8999999999999986E+001        -9.8999999999999986E+001         3.5823100594451818E+000        -1.6379211304211039E-001         2.7616028776072965E-001         3.6014807899961609E+000        -1.8450984742995589E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972880E-001         3.0583542430547174E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.3963908141335674E-009         7.1539283799986397E-001         6.6324352836005622E-005         2.7025513764699088E-001         9.8725928426966026E-009         1.6897809084299588E-010         0.0000000000000000E+000         2.4965358274973617E-003         3.0304790898831757E-005         7.3728934691098423E-004         6.1088852298841253E-003         5.3917068068072524E-007         1.2391826166347863E-003         3.1227961196104932E-005         5.8956682884827270E-004         6.5265243056113697E-004         3.1309570972159367E-004         6.8535470825635309E-005         3.3346114782280693E-006         1.5846366978250846E-003         6.3316222900055061E+000        -1.6346529801035087E-001        -3.8004197490627085E+000         0.0000000000000000E+000         1.0326523130048909E-001         5.2015470509368167E-001         7.1539283799986397E-001         2.7025513764699088E-001         2.4965358274973625E-003         7.3728934691098423E-004         6.1088852298841253E-003         1.2391826166347863E-003         5.8956682884827281E-004         6.5265243056113697E-004        -7.6831496731890381E+000        -2.4823790391392862E+001        -9.8999999999999986E+001        -8.3652622044148956E+001        -9.7467864052264517E+001        -9.8999999999999986E+001        -9.8999999999999986E+001         3.7603870175568773E+001         0.0000000000000000E+000         5.5520312102860532E+002         4.4259811529437311E+003         4.6015130422394501E-001         1.4890054348400192E+000         0.0000000000000000E+000         9.9972808782739830E-001         4.3063677705235332E-004         4.1461508303738107E+047        -1.0000000000000000E+000
  107         6.0000000000000000E+000         5.4724578526201750E-001         5.4724521366088896E-001        -1.0567735040488284E-013         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -1.2997630201345431E-001        -4.4129866235228716E+000        -7.5223755380064601E+000        -9.8999999999999972E+001        -7.1137060123722279E+001         3.5877920325015595E+000        -1.2997435533531598E-001         2.8210493617226567E-001         3.6120184942476623E+000        -1.8450984742995893E+000         0.0000000000000000E+000         0.0000000000000000E+000         5.4489719668972914E-001         3.2833817969162688E-006         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000        -2.4494940208252799E-009         7.1539283799978459E-001         6.6324352924572065E-005         2.7025513764698256E-001         9.8725922046796825E-009         1.6897809084299056E-010         0.0000000000000000E+000         2.4965358274972845E-003         3.0304790898830802E-005         7.3728934691096070E-004         6.1088852298839336E-003         5.3917068068070046E-007         1.2391826166347300E-003         3.1227961196103489E-005         5.8956682884824549E-004         6.5265243056110693E-004         3.1309570972157925E-004         6.8535470825632151E-005         3.3346114782279151E-006         1.5846366978250113E-003         6.3476541746517290E+000        -1.5935135463303410E-001        -3.8452051336489355E+000         0.0000000000000000E+000         9.9801218584985391E-002         5.4724521366088896E-001         7.1539283799978448E-001         2.7025513764698256E-001         2.4965358274972836E-003         7.3728934691096070E-004         6.1088852298839319E-003         1.2391826166347293E-003         5.8956682884824549E-004         6.5265243056110693E-004        -7.5223755380064601E+000        -2.4245359217247106E+001        -9.8999999999999972E+001        -8.2335866835795940E+001        -9.5967699686795513E+001        -9.8999999999999972E+001        -9.8999999999999972E+001         3.7769159852999181E+001         0.0000000000000000E+000         5.6520550997469195E+002         4.6627106937878480E+003         4.9888395696889520E-001         1.5054845328318873E+000         0.0000000000000000E+000         9.9970029367841240E-001         4.7478321084270543E-004         4.5163100305654931E+047        -1.0000000000000000E+000
