# MIST version number  = 1.2     
# MESA revision number =     7503
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2703  1.42000E-02     0.00     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   722   79
#   1                               2                               3                               4                               5                               6                               7                               8                               9                              10                              11                              12                              13                              14                              15                              16                              17                              18                              19                              20                              21                              22                              23                              24                              25                              26                              27                              28                              29                              30                              31                              32                              33                              34                              35                              36                              37                              38                              39                              40                              41                              42                              43                              44                              45                              46                              47                              48                              49                              50                              51                              52                              53                              54                              55                              56                              57                              58                              59                              60                              61                              62                              63                              64                              65                              66                              67                              68                              69                              70                              71                              72                              73                              74                              75                              76                              77                              78                              79
 EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                     o_core_mass                           log_L                  log_L_div_Ledd                          log_LH                         log_LHe                          log_LZ                        log_Teff                   log_abs_Lgrav                           log_R                           log_g                      log_surf_z                  surf_avg_omega                  surf_avg_v_rot        surf_num_c12_div_num_o16                 v_wind_Km_per_s             surf_avg_omega_crit   surf_avg_omega_div_omega_crit                 surf_avg_v_crit           surf_avg_v_div_v_crit          surf_avg_Lrad_div_Ledd               v_div_csound_surf                      surface_h1                     surface_he3                     surface_he4                     surface_li7                     surface_be9                     surface_b11                     surface_c12                     surface_c13                     surface_n14                     surface_o16                     surface_f19                    surface_ne20                    surface_na23                    surface_mg24                    surface_si28                     surface_s32                    surface_ca40                    surface_ti48                    surface_fe56                    log_center_T                  log_center_Rho               center_degeneracy                    center_omega                    center_gamma                  mass_conv_core                       center_h1                      center_he4                      center_c12                      center_n14                      center_o16                     center_ne20                     center_mg24                     center_si28                              pp                             cno                        tri_alfa                          burn_c                          burn_n                          burn_o                         c12_c12                        delta_nu                        delta_Pg                          nu_max                 acoustic_cutoff         max_conv_vel_div_csound             max_gradT_div_grada              gradT_excess_alpha                  min_Pgas_div_P              max_L_rad_div_Ledd                       e_thermal                           phase
  185         6.7000000000000002E+000         2.2092254743843078E+000         2.2092188340844663E+000        -1.3676889378392594E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.5271261960154467E+000        -1.6577172683275663E+000         1.4683377761000629E+000        -4.0256998322713962E+001        -2.6935278788438994E+000         3.9728621112912688E+000         6.2509268235259097E-001         3.4051602760729993E-001         4.1013403491007541E+000        -1.8456420600715788E+000         1.4873180408195530E-005         2.2540820968898235E+001         5.4489719668974002E-001         1.1919182755565930E-002         3.7182951020488825E-005         5.1181758285333334E-002         5.6351956680054833E+001         5.1181758285333334E-002         1.4389511057273958E-003         2.4981504134376924E-009         7.1574752382890550E-001         6.6268592174128252E-005         2.6991837712399341E-001         9.8560598400546494E-009         1.6878539523141272E-010         0.0000000000000000E+000         2.4936888815073844E-003         3.0270232571257439E-005         7.3644857269634587E-004         6.1019189103475860E-003         5.3838246431889046E-007         1.2373710492615255E-003         3.1182308880718509E-005         5.8870493810097267E-004         6.5169831465165882E-004         3.1263799351025860E-004         6.8435278472069668E-005         3.3297365927386926E-006         1.5823201093725387E-003         7.2790684670589583E+000         1.6354768728255364E+000        -2.8724880802525643E+000         0.0000000000000000E+000         4.6343899955923140E-002         4.0211362984038695E-001         7.1527084080089121E-001         2.7031938161145169E-001         1.7019514864284821E-003         1.2615784621107168E-003         6.1088200418762794E-003         1.2391924543678314E-003         5.8957151629577360E-004         6.5265761958074875E-004         8.2098709479096221E-001         1.3574481967956424E+000        -4.0256998322713962E+001        -1.6029400722973630E+001        -1.4652889058957308E+001        -1.6039714711138409E+001        -9.8999999999999986E+001         5.8920473438591159E+001         0.0000000000000000E+000         1.1194026855931870E+003         7.6050225659833031E+003         8.9452576925475091E-002         1.1633686163326823E+001         0.0000000000000000E+000         9.6826147683955321E-001         5.1655238809369335E-002         1.5545685987401878E+049        -1.0000000000000000E+000
  186         6.7000000000000002E+000         2.2144919091307131E+000         2.2144852123159451E+000        -1.4221372156536586E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.5051342833237946E+000        -1.6760595814217383E+000         1.4700631356728682E+000        -4.0236508744451356E+001        -2.6820482700148482E+000         3.9672069954795499E+000         3.8828251843945105E-001         3.4083030288491151E-001         4.1017420812847387E+000        -1.8455785997383183E+000         1.1496072402243025E-004         1.7475396632774510E+002         5.4489719668974068E-001         1.1053709055462359E-002         2.8740181005607561E-004         4.0000100221949841E-001         4.3688418641776127E+002         4.0000100221949841E-001         1.2507942707658180E-002         1.3512965957902359E-008         7.1570861658790541E-001         6.6274711513910259E-005         2.6995519139502000E-001         9.8574824970578841E-009         1.6880643275862390E-010         0.0000000000000000E+000         2.4939996965967406E-003         3.0274005473767922E-005         7.3654036415061466E-004         6.1026794576979019E-003         5.3848344667842828E-007         1.2376031382623004E-003         3.1188157628282402E-005         5.8881535925630561E-004         6.5182055123602341E-004         3.1269663383448566E-004         6.8448114618032465E-005         3.3303611388189616E-006         1.5826168991619136E-003         7.2797939606257014E+000         1.6269499741747675E+000        -2.8956167867651486E+000         3.7541440929008602E-005         4.5964429463433445E-002         4.2973352455812558E-001         7.1526172969669299E-001         2.7032046923021052E-001         1.6469583146395789E-003         1.3201149771243708E-003         6.1088064489722262E-003         1.2391923540625693E-003         5.8957146943433786E-004         6.5265756770494573E-004         8.0486489345362844E-001         1.3642719248173003E+000        -4.0236508744451356E+001        -1.6322126752959154E+001        -1.5585287320836844E+001        -1.6985995924189886E+001        -9.8999999999999972E+001         5.8384263179571860E+001         0.0000000000000000E+000         1.1281591133815266E+003         7.7986377946907005E+003         1.1968238435011302E-001         1.4309732114436605E+001         0.0000000000000000E+000         9.6853072991215317E-001         5.3274782364327040E-002         1.5581324987399413E+049        -1.0000000000000000E+000
  187         6.7000000000000002E+000         2.2151657247313592E+000         2.2151590196965927E+000        -1.5632729677583768E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.4862865036557804E+000        -1.6958242628082836E+000         1.4566794576587654E+000        -4.0272968001828957E+001        -2.6991433882566120E+000         3.9586088558745613E+000         2.9878382393003522E-001         3.4860269226088114E-001         4.0863291221834368E+000        -1.8454571917688378E+000         1.1178968863610178E-004         1.7302766575766222E+002         5.4489719668974113E-001         9.9028597102356862E-003         2.7947422159025443E-004         4.0000103193972714E-001         4.3256842070887592E+002         4.0000103193972708E-001         1.4645150603794239E-002         2.9653195587906305E-008         7.1563229461884270E-001         6.6286717079214254E-005         2.7002750974457401E-001         9.8599191241959454E-009         1.6884773377774840E-010         0.0000000000000000E+000         2.4946098909328345E-003         3.0281412462107234E-005         7.3672056976937302E-004         6.1041725695235183E-003         5.3867013175327084E-007         1.2380321988693019E-003         3.1198970149218686E-005         5.8901949373822769E-004         6.5204652878304327E-004         3.1280504161349996E-004         6.8471844672278603E-005         3.3315157308909904E-006         1.5831655714676073E-003         7.2790870431140382E+000         1.6248024971326838E+000        -2.8982884791210481E+000         9.2202895166939918E-005         4.5963534236268908E-002         4.3576693208022610E-001         7.1526103809740249E-001         2.7032042780968318E-001         1.6432750680260067E-003         1.3250695322117513E-003         6.1088052452341040E-003         1.2391923328798123E-003         5.8957145942986806E-004         6.5265755662996105E-004         7.9575303053098856E-001         1.3496973862523596E+000        -4.0272968001828957E+001        -1.6630755660445150E+001        -1.6819198732686580E+001        -1.8226303246019597E+001        -9.8999999999999986E+001         5.6076800495522861E+001         0.0000000000000000E+000         1.0995757931482267E+003         7.8011765412708173E+003         1.6417430578860248E-001         1.8263245462384806E+001         0.0000000000000000E+000         9.6840192300646732E-001         5.6377862748535026E-002         1.5544632031779057E+049        -1.0000000000000000E+000
  188         6.7000000000000002E+000         2.2232087888767440E+000         2.2232019889694712E+000        -1.5234879092506270E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.4803085681243342E+000        -1.7044340338385797E+000         1.4578150928216562E+000        -4.0235703298482761E+001        -2.6793742015906208E+000         3.9583932146489560E+000         1.7936699174686976E-001         3.4604500694636897E-001         4.0930179713629906E+000        -1.8452263162899807E+000         1.1264731234189532E-004         1.7337829998694423E+002         5.4489719668974179E-001         9.8006672006460439E-003         2.8161828085473820E-004         4.0000105824878607E-001         4.3344498554517952E+002         4.0000105824878607E-001         1.9986826031676293E-002         5.8101653970256754E-009         7.1548339411658279E-001         6.6310146872038938E-005         2.7016879846502467E-001         9.8649327236710796E-009         1.6892850873656072E-010         0.0000000000000000E+000         2.4958032857548091E-003         3.0295898767547474E-005         7.3707300904911626E-004         6.1070927407147610E-003         5.3901127109730912E-007         1.2388162436256841E-003         3.1218728430927663E-005         5.8939251929111250E-004         6.5245946930452133E-004         3.1300314078480597E-004         6.8515207834257973E-005         3.3336255770177662E-006         1.5841681889002749E-003         7.2802246444055445E+000         1.6147093668173242E+000        -2.9265894413709659E+000         1.1171160112403892E-004         4.5491063352217240E-002         4.5323056679536255E-001         7.1524357828263574E-001         2.7032358850670246E-001         1.5387367230042213E-003         1.4329708136727921E-003         6.1087816891901873E-003         1.2391923482616227E-003         5.8957146827525928E-004         6.5265756642177077E-004         7.4900604709500573E-001         1.3632156982979844E+000        -4.0235703298482761E+001        -1.6491476628761728E+001        -1.5351907960994128E+001        -1.6800051637050217E+001        -9.8999999999999972E+001         5.6253731365205716E+001         0.0000000000000000E+000         1.1165872140722417E+003         7.9386173811282852E+003         3.6461450524021854E-001         1.8524828174957165E+001         0.0000000000000000E+000         9.6833206077820932E-001         5.5761533746153225E-002         1.5623194642653367E+049        -1.0000000000000000E+000
  189         6.7000000000000002E+000         2.2388476486031399E+000         2.2388406705803616E+000        -1.4070774510209419E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.4530248233535439E+000        -1.7194914708281450E+000         1.4460884292311236E+000        -4.0189570712128223E+001        -2.6544215370989552E+000         3.9575182784464138E+000        -3.4970924652724378E-001         3.3415300696605788E-001         4.1198614298935601E+000        -1.8451872802250968E+000         1.1810147837452862E-004         1.7688655504388439E+002         5.4489719668974257E-001         9.2769410996071840E-003         2.9445950275963536E-004         4.0107976416420638E-001         4.4102615095019098E+002         4.0107976416420626E-001         1.9594478436327785E-002         2.6304957600877598E-009         7.1545675569559852E-001         6.6314332928752250E-005         2.7019414890254212E-001         9.8663704993706656E-009         1.6894324931731408E-010         0.0000000000000000E+000         2.4960210677630293E-003         3.0298542365988127E-005         7.3713732551228836E-004         6.1076256412558542E-003         5.3906243430667860E-007         1.2389338326599794E-003         3.1221691727661117E-005         5.8944846471281728E-004         6.5252140107148536E-004         3.1303285119363015E-004         6.8521711330773517E-005         3.3339420063625696E-006         1.5843185589074912E-003         7.2817504125710037E+000         1.5988330633513566E+000        -2.9699736847512783E+000         1.1284505986848384E-004         4.4782659419172671E-002         4.6890351422283716E-001         7.1520602786480358E-001         2.7032967529187868E-001         1.3291849930651591E-003         1.6717148051794764E-003         6.1087307718132033E-003         1.2391925231519916E-003         5.8957155483523320E-004         6.5265766224379903E-004         6.7705157353670942E-001         1.3650558410375675E+000        -4.0189570712128223E+001        -1.6048050931901017E+001        -1.4461505259083486E+001        -1.5971356456918906E+001        -9.8999999999999986E+001         5.8701558778680656E+001         0.0000000000000000E+000         1.1889671626987167E+003         8.4860637994905519E+003         3.8295817250555403E-001         1.9061209633506905E+001         0.0000000000000000E+000         9.6940971749572835E-001         5.4652338004857838E-002         1.5778874032544438E+049        -1.0000000000000000E+000
  190         6.7000000000000002E+000         2.2546843127716150E+000         2.2546771669900321E+000        -1.2886275161705614E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.4267570601111517E+000        -1.7334170819263317E+000         1.4167581508860949E+000        -4.0162915244520633E+001        -2.6399174035348882E+000         3.9556712353408354E+000        -2.2616218756726986E-001         3.2471321155601979E-001         4.1418008177075034E+000        -1.8451800699737015E+000         1.2240929960310957E-004         1.7942094445681255E+002         5.4489719668974190E-001         8.4476393932943570E-003         3.0531846911624694E-004         4.0092473290320119E-001         4.4751836577633901E+002         4.0092473290320124E-001         1.9019326688004559E-002         2.2664124387394627E-009         7.1545196425381552E-001         6.6315083856972843E-005         2.7019870220292636E-001         9.8670224265252624E-009         1.6894612566168000E-010         0.0000000000000000E+000         2.4960635637855957E-003         3.0299058214013914E-005         7.3714987564851343E-004         6.1077296266750661E-003         5.3907097720693472E-007         1.2389534669128639E-003         3.1222186519695021E-005         5.8945780611581575E-004         6.5253174203551759E-004         3.1303781204464545E-004         6.8522797242363711E-005         3.3339948416784912E-006         1.5843436667142324E-003         7.2826862749818675E+000         1.5881148264184231E+000        -2.9987833048064303E+000         1.1193639047599561E-004         4.4321897978093279E-002         4.6084735369812979E-001         7.1516564983884501E-001         2.7033574849369679E-001         1.1196678810848277E-003         1.9371351712254197E-003         6.1086721411438075E-003         1.2391928188637341E-003         5.8957169944689049E-004         6.5265782232920620E-004         6.2507039562014710E-001         1.3402302979961309E+000        -4.0162915244520633E+001        -1.6019571134536793E+001        -1.4289310461622502E+001        -1.5855667371783547E+001        -9.8999999999999986E+001         6.0780525875211069E+001         0.0000000000000000E+000         1.2532628596660365E+003         8.9973521375376458E+003         4.4152423403005703E-001         1.9948049062048423E+001         0.0000000000000000E+000         9.7041816789473034E-001         5.3535787235848536E-002         1.5932249211020015E+049        -1.0000000000000000E+000
  191         6.7000000000000002E+000         2.2757156977024628E+000         2.2757083378117988E+000        -1.1984241699995737E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.4092195152676774E+000        -1.7437409904961401E+000         1.3731397611533303E+000        -4.0095310604813548E+001        -2.6068415241165761E+000         3.9549062763112324E+000         3.0530832646126882E-001         3.1747435719348971E-001         4.1603112712242396E+000        -1.8451769187486509E+000         1.2570568441813403E-004         1.8122512273210336E+002         5.4489719668974179E-001         7.9529751314000481E-003         3.1452989661190177E-004         3.9966370889817837E-001         4.5344462263828444E+002         3.9966370889817837E-001         1.8570076142154356E-002         1.9326722078961503E-009         7.1545009499607870E-001         6.6315375207596009E-005         2.7020046703676920E-001         9.8676687570817221E-009         1.6894747742387878E-010         0.0000000000000000E+000         2.4960835351484096E-003         3.0299300641127271E-005         7.3715577369046605E-004         6.1077784954964055E-003         5.3907417592458715E-007         1.2389608185650459E-003         3.1222371784647861E-005         5.8946130381680418E-004         6.5253561400208722E-004         3.1303966953580644E-004         6.8523203840178184E-005         3.3340146248028054E-006         1.5843530678288711E-003         7.2843088588699052E+000         1.5828011800000417E+000        -3.0171444446537317E+000         1.1135669824045869E-004         4.3979093369671471E-002         4.3494527914887565E-001         7.1511411327762531E-001         2.7034321021628260E-001         8.7186297714288217E-004         2.2862734471108437E-003         6.1085847362022990E-003         1.2391932435505165E-003         5.8957190741172312E-004         6.5265805254669591E-004         6.0243233695744469E-001         1.2924359272921355E+000        -4.0095310604813548E+001        -1.6532627575283414E+001        -1.4958752449602668E+001        -1.6598710329576541E+001        -9.8999999999999986E+001         6.2539836731051167E+001         0.0000000000000000E+000         1.3089775149150319E+003         9.4227499837671858E+003         4.8382745934909444E-001         2.0288632050855821E+001         0.0000000000000000E+000         9.7114671081380444E-001         5.2490760287124669E-002         1.6161954537711659E+049        -1.0000000000000000E+000
  192         6.7000000000000002E+000         2.3220527424906745E+000         2.3220449242840995E+000        -1.2110763589693658E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.4432076249289763E+000        -1.7330718393340900E+000         1.2909493671684122E+000        -3.9673453226939252E+001        -2.4098494618509965E+000         3.9646625877346873E+000         9.0958052501921460E-001         3.1495578917722739E-001         4.1741037799657432E+000        -1.8451765512298657E+000         1.2804243728014604E-004         1.8348745498190448E+002         5.4489719668974135E-001         1.0291384428779572E-002         3.2057378116178158E-004         3.9941621721100917E-001         4.5938912555128064E+002         3.9941621721100917E-001         1.8690394756940773E-002         1.4849297285996451E-009         7.1545068621961549E-001         6.6315276042148291E-005         2.7019986399612839E-001         9.8686401907092728E-009         1.6894779918212216E-010         0.0000000000000000E+000         2.4960882889065949E-003         3.0299358345745901E-005         7.3715717759391961E-004         6.1077901276800298E-003         5.3907352386210647E-007         1.2389593199218149E-003         3.1222334018162095E-005         5.8946059080620722E-004         6.5253482469699664E-004         3.1303929088397623E-004         6.8523120954719596E-005         3.3340105919888802E-006         1.5843511514002310E-003         7.2927648291722900E+000         1.6006019433450025E+000        -3.0046134768788111E+000         1.1620811879676909E-004         4.3729042838192990E-002         3.7010269180478872E-001         7.1501028736726224E-001         2.7036178656490462E-001         4.2310598647926769E-004         2.9895125820006883E-003         6.1082960540847914E-003         1.2391942241299838E-003         5.8957239406756017E-004         6.5265859127535927E-004         6.5334772596179136E-001         1.1768399081116272E+000        -3.9673453226939252E+001        -1.6656636807203213E+001        -1.5538160734959447E+001        -1.7279449260090686E+001        -9.8999999999999986E+001         6.3539549042976645E+001         0.0000000000000000E+000         1.3361030003594437E+003         9.3482311938683652E+003         3.2578384594429743E-001         1.6213278836587900E+001         0.0000000000000000E+000         9.7030229549754055E-001         4.9144235023127009E-002         1.6871141721593607E+049        -1.0000000000000000E+000
  193         6.7000000000000002E+000         2.3434255985858901E+000         2.3434175546657157E+000        -1.2875256031533471E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.4798964975157500E+000        -1.7170251970800963E+000         1.2507924289158503E+000        -3.9319254758037168E+001        -2.2470335263976069E+000         3.9738377819549799E+000         1.0894340307031427E+000         3.1494983703002855E-001         4.1780939857280872E+000        -1.8451758692714075E+000         1.2934915536805638E-004         1.8531296754947130E+002         5.4489719668974279E-001         1.3264657228926823E-002         3.2209614135502953E-004         4.0158391154894685E-001         4.6145419972759044E+002         4.0158391154894690E-001         1.9124989466693217E-002         1.4060964038243676E-009         7.1545065337300218E-001         6.6315276528339375E-005         2.7019987457050609E-001         9.8689939183452963E-009         1.6894813748904815E-010         0.0000000000000000E+000         2.4960932871602600E-003         3.0299419018230706E-005         7.3715865370298879E-004         6.1078023581305659E-003         5.3907390822816109E-007         1.2389602033150528E-003         3.1222356280070381E-005         5.8946101109886120E-004         6.5253528996235500E-004         3.1303951408484190E-004         6.8523169812547861E-005         3.3340129691794479E-006         1.5843522810620922E-003         7.2996920744310838E+000         1.6209590057028638E+000        -2.9802922547819319E+000         1.1956490516610156E-004         4.3716699058316683E-002         3.3481204433606093E-001         7.1496593377677176E-001         2.7037346781433053E-001         2.5340548038618683E-004         3.2692212021780604E-003         6.1080497035094026E-003         1.2391946988435242E-003         5.8957263790947526E-004         6.5265886120824466E-004         7.0879281926792181E-001         1.1029137501930388E+000        -3.9319254758037168E+001        -1.6861346518111315E+001        -1.6423508010034755E+001        -1.8167731053210471E+001        -9.8999999999999986E+001         6.3690160959141160E+001         0.0000000000000000E+000         1.3342659130720995E+003         9.0398279534340854E+003         2.0301669142689083E-001         1.2819504465806819E+001         0.0000000000000000E+000         9.6914817592978020E-001         4.5979270954387134E-002         1.7331402848419080E+049        -1.0000000000000000E+000
  194         6.7000000000000002E+000         2.3639836628255790E+000         2.3639753961242453E+000        -1.4039912430946327E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.5222930397463528E+000        -1.6991179706804527E+000         1.1941165735818318E+000        -3.8873015152165870E+001        -2.0445793502533052E+000         3.9849677405857857E+000         1.2451073783035307E+000         3.1388819088371800E-001         4.1840103171289451E+000        -1.8451751724423291E+000         1.3176931294751765E-004         1.8826590494993607E+002         5.4489719668974224E-001         1.7257188067856134E-002         3.2472456986607580E-004         4.0578508670830116E-001         4.6395366414518310E+002         4.0578508670830110E-001         1.9765624905914270E-002         1.5201564568741407E-009         7.1545062869122689E-001         6.6315274840411041E-005         2.7019987661085870E-001         9.8692923195893602E-009         1.6894846912620919E-010         0.0000000000000000E+000         2.4960981868726987E-003         3.0299478494549595E-005         7.3716010071037553E-004         6.1078143474561893E-003         5.3907437402211323E-007         1.2389612738550296E-003         3.1222383258160946E-005         5.8946152043045622E-004         6.5253585379411645E-004         3.1303978457078083E-004         6.8523229020900546E-005         3.3340158499775171E-006         1.5843536500426670E-003         7.3083619361205407E+000         1.6494167860647919E+000        -2.9429698177410679E+000         1.2608665116394682E-004         4.3800612088059895E-002         2.8291737283904639E-001         7.1492551380236402E-001         2.7038867512371689E-001         1.2027721984650111E-004         3.4918900936362759E-003         6.1076311132870677E-003         1.2391951583373140E-003         5.8957288844372257E-004         6.5265913854872521E-004         7.8076046592805992E-001         9.8056779663821803E-001        -3.8873015152165870E+001        -1.6635272427555524E+001        -1.4709733505929712E+001        -1.6485624320555168E+001        -9.8999999999999986E+001         6.4016920606497877E+001         0.0000000000000000E+000         1.3353475845738235E+003         8.6608848973120985E+003         1.1625725099889624E-001         9.6514581204592851E+000         0.0000000000000000E+000         9.6771782946522089E-001         4.2923794963475419E-002         1.7880292230204836E+049        -1.0000000000000000E+000
  195         6.7000000000000002E+000         2.3789129132784375E+000         2.3789044734110902E+000        -1.5145688277208204E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.5563078109273365E+000        -1.6830827296407187E+000         1.1474098866701281E+000        -3.8491940288788314E+001        -1.8740590191057869E+000         3.9943503810645238E+000         1.3411065690971782E+000         3.1213029551673332E-001         4.1902618366515521E+000        -1.8451742577713013E+000         1.3435806025495329E-004         1.9114781483647280E+002         5.4489719668974224E-001         2.0324405739317025E-002         3.2773122890654010E-004         4.0996209528883293E-001         4.6625654635116200E+002         4.0996209528883293E-001         2.0414543400883355E-002         1.7674181155941186E-009         7.1545033936519320E-001         6.6315315473626583E-005         2.7020013568790574E-001         9.8694902262342065E-009         1.6894887679400185E-010         0.0000000000000000E+000         2.4961042098857744E-003         3.0299551606319035E-005         7.3716187945648015E-004         6.1078290854364005E-003         5.3907520733759071E-007         1.2389631890742550E-003         3.1222431522549810E-005         5.8946243163572219E-004         6.5253686250136113E-004         3.1304026847598981E-004         6.8523334945926986E-005         3.3340210037877273E-006         1.5843560991785999E-003         7.3157611425857318E+000         1.6763778839546017E+000        -2.9059581550761342E+000         1.3163331849606807E-004         4.3961908911008860E-002         2.2240019358420376E-001         7.1489757494052009E-001         2.7040447847807447E-001         5.2998163153778773E-005         3.6056425495667077E-003         6.1070598446722755E-003         1.2391954946972439E-003         5.8957309406269364E-004         6.5265936616686786E-004         8.4542309259337856E-001         8.4592526880098584E-001        -3.8491940288788314E+001        -1.6985548554348128E+001        -1.4637376896579580E+001        -1.6422006710240066E+001        -9.8999999999999972E+001         6.4447019113109150E+001         0.0000000000000000E+000         1.3401529928104235E+003         8.3758813331184483E+003         9.5139950994634126E-002         7.6537290456998441E+000         0.0000000000000000E+000         9.6649777698514427E-001         4.0764467536013940E-002         1.8353424025373618E+049        -1.0000000000000000E+000
  196         6.7000000000000002E+000         2.3925179009754043E+000         2.3925092953416369E+000        -1.6272018337161879E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.5878116191464773E+000        -1.6673355508632588E+000         1.1430599423114050E+000        -3.8119280145263772E+001        -1.7096162987944683E+000         4.0035049229593902E+000         1.3942158501867941E+000         3.0957311583657199E-001         4.1978500616009846E+000        -1.8451733206028456E+000         1.3746131674595140E-004         1.9437700383815729E+002         5.4489719668974224E-001         2.2598601959868868E-002         3.3155861504618708E-004         4.1458971765835995E-001         4.6884144738264581E+002         4.1458971765835995E-001         2.1120495051966500E-002         2.0805300149451408E-009         7.1545002448309036E-001         6.6315360066330570E-005         2.7020042006851253E-001         9.8696559050264684E-009         1.6894929219837779E-010         0.0000000000000000E+000         2.4961103472015784E-003         3.0299626105579203E-005         7.3716369195903292E-004         6.1078441031090685E-003         5.3907602081041518E-007         1.2389650586888683E-003         3.1222478637681823E-005         5.8946332114364762E-004         6.5253784718957849E-004         3.1304074085859604E-004         6.8523438348699116E-005         3.3340260348769806E-006         1.5843584899964554E-003         7.3229636774984064E+000         1.7044115633848902E+000        -2.8669574131671509E+000         1.3753379631661910E-004         4.4180086941930874E-002         1.5438014655382404E-001         7.1487120597348475E-001         2.7042583751077032E-001         2.0861552592923794E-005         3.6608496002778607E-003         6.1060346322891323E-003         1.2391957608163962E-003         5.8957330650995904E-004         6.5265960134099511E-004         9.1636007344233361E-001         7.5206343828546041E-001        -3.8119280145263772E+001        -1.7288049653423556E+001        -1.4497226706569499E+001        -1.6267603486933304E+001        -9.8999999999999972E+001         6.5041316960931823E+001         0.0000000000000000E+000         1.3494797249377525E+003         8.1646464628591748E+003         9.2342098325731148E-002         6.2353631608466227E+000         0.0000000000000000E+000         9.6530872596997863E-001         3.9304456935535831E-002         1.8832983988922934E+049        -1.0000000000000000E+000
  197         6.7000000000000002E+000         2.4090214496817781E+000         2.4090126322034511E+000        -1.7560809203537669E-012         0.0000000000000000E+000         0.0000000000000000E+000         0.0000000000000000E+000         1.6222984389717805E+000        -1.6503784820405856E+000         1.2321381885966254E+000        -3.7650755854821270E+001        -1.5085902574389531E+000         4.0143376169851432E+000         1.3943674504504484E+000         3.0515113769771907E-001         4.2096793155762580E+000        -1.8451722179949799E+000         1.4212097675781133E-004         1.9889210719437810E+002         5.4489719668974190E-001         2.4220922037328545E-002         3.3776678347217497E-004         4.2076411331886676E-001         4.7269064414975213E+002         4.2076411331886671E-001         2.2000461210203943E-002         2.3285728469630552E-009         7.1544965794043058E-001         6.6315411278660411E-005         2.7020074986778664E-001         9.8698393286301984E-009         1.6894980377314079E-010         0.0000000000000000E+000         2.4961179053691355E-003         3.0299717852184599E-005         7.3716592407457502E-004         6.1078625975274766E-003         5.3907693302329142E-007         1.2389671552389572E-003         3.1222531471690266E-005         5.8946431862083191E-004         6.5253895140012235E-004         3.1304127057942108E-004         6.8523554302591261E-005         3.3340316766443006E-006         1.5843611710138978E-003         7.3322120234483403E+000         1.7359412942343280E+000        -2.8266444752104123E+000         1.4437580065534625E-004         4.4309300617925346E-002         1.1376585709127446E-001         7.1483209549293458E-001         2.7046431256796993E-001         1.1713460423471831E-005         3.6774664553932373E-003         6.1035421579686434E-003         1.2391958885308244E-003         5.8957358892873892E-004         6.5265991396235630E-004         1.0133921782699591E+000         8.2938597896095068E-001        -3.7650755854821270E+001        -1.7376978424203436E+001        -1.5571285779657458E+001        -1.7317147343647072E+001        -9.8999999999999986E+001         6.6070820346093711E+001         0.0000000000000000E+000         1.3695537419975558E+003         8.0376757947053957E+003         8.6621619596468344E-002         4.8949518248584116E+000         0.0000000000000000E+000         9.6395692249061748E-001         3.7442513205543870E-002         1.9433305446653441E+049        -1.0000000000000000E+000
